Freq.	V(10)/V(11)
5.49540873857622e+001	(3.12166070007645e+001dB,-1.79025647456798e+002°)
5.62341325190346e+001	(3.12166656171381e+001dB,-1.79050029769646e+002°)
5.75439937337154e+001	(3.12167215827863e+001dB,-1.79073908766290e+002°)
5.88843655355586e+001	(3.12167750163330e+001dB,-1.79097297082955e+002°)
6.02559586074355e+001	(3.12168260310388e+001dB,-1.79120207097350e+002°)
6.16595001861479e+001	(3.12168747350403e+001dB,-1.79142650935122e+002°)
6.30957344480190e+001	(3.12169212315795e+001dB,-1.79164640476182e+002°)
6.45654229034652e+001	(3.12169656192215e+001dB,-1.79186187360908e+002°)
6.60693448007593e+001	(3.12170079920638e+001dB,-1.79207302996227e+002°)
6.76082975391978e+001	(3.12170484399349e+001dB,-1.79227998561579e+002°)
6.91830970918933e+001	(3.12170870485844e+001dB,-1.79248285014770e+002°)
7.07945784384134e+001	(3.12171238998650e+001dB,-1.79268173097704e+002°)
7.24435960074986e+001	(3.12171590719052e+001dB,-1.79287673342014e+002°)
7.41310241300914e+001	(3.12171926392751e+001dB,-1.79306796074583e+002°)
7.58577575029180e+001	(3.12172246731440e+001dB,-1.79325551422957e+002°)
7.76247116628688e+001	(3.12172552414312e+001dB,-1.79343949320664e+002°)
7.94328234724277e+001	(3.12172844089500e+001dB,-1.79361999512424e+002°)
8.12830516164095e+001	(3.12173122375447e+001dB,-1.79379711559272e+002°)
8.31763771102667e+001	(3.12173387862216e+001dB,-1.79397094843583e+002°)
8.51138038202372e+001	(3.12173641112742e+001dB,-1.79414158573999e+002°)
8.70963589956076e+001	(3.12173882664020e+001dB,-1.79430911790279e+002°)
8.91250938133741e+001	(3.12174113028249e+001dB,-1.79447363368053e+002°)
9.12010839355905e+001	(3.12174332693910e+001dB,-1.79463522023491e+002°)
9.33254300796986e+001	(3.12174542126806e+001dB,-1.79479396317897e+002°)
9.54992586021431e+001	(3.12174741771048e+001dB,-1.79494994662217e+002°)
9.77237220955805e+001	(3.12174932049992e+001dB,-1.79510325321468e+002°)
9.99999999999995e+001	(3.12175113367142e+001dB,-1.79525396419101e+002°)
1.02329299228075e+002	(3.12175286107000e+001dB,-1.79540215941276e+002°)
1.04712854805089e+002	(3.12175450635884e+001dB,-1.79554791741080e+002°)
1.07151930523760e+002	(3.12175607302702e+001dB,-1.79569131542666e+002°)
1.09647819614318e+002	(3.12175756439694e+001dB,-1.79583242945332e+002°)
1.12201845430196e+002	(3.12175898363133e+001dB,-1.79597133427527e+002°)
1.14815362149688e+002	(3.12176033373998e+001dB,-1.79610810350805e+002°)
1.17489755493952e+002	(3.12176161758610e+001dB,-1.79624280963708e+002°)
1.20226443461741e+002	(3.12176283789241e+001dB,-1.79637552405593e+002°)
1.23026877081237e+002	(3.12176399724689e+001dB,-1.79650631710409e+002°)
1.25892541179416e+002	(3.12176509810825e+001dB,-1.79663525810409e+002°)
1.28824955169313e+002	(3.12176614281121e+001dB,-1.79676241539815e+002°)
1.31825673855640e+002	(3.12176713357138e+001dB,-1.79688785638427e+002°)
1.34896288259165e+002	(3.12176807248997e+001dB,-1.79701164755191e+002°)
1.38038426460288e+002	(3.12176896155826e+001dB,-1.79713385451711e+002°)
1.41253754462275e+002	(3.12176980266185e+001dB,-1.79725454205719e+002°)
1.44543977074592e+002	(3.12177059758457e+001dB,-1.79737377414501e+002°)
1.47910838816820e+002	(3.12177134801236e+001dB,-1.79749161398281e+002°)
1.51356124843620e+002	(3.12177205553677e+001dB,-1.79760812403566e+002°)
1.54881661891247e+002	(3.12177272165839e+001dB,-1.79772336606445e+002°)
1.58489319246110e+002	(3.12177334778997e+001dB,-1.79783740115863e+002°)
1.62181009735892e+002	(3.12177393525949e+001dB,-1.79795028976853e+002°)
1.65958690743755e+002	(3.12177448531292e+001dB,-1.79806209173730e+002°)
1.69824365246173e+002	(3.12177499911686e+001dB,-1.79817286633264e+002°)
1.73780082874936e+002	(3.12177547776106e+001dB,-1.79828267227814e+002°)
1.77827941003891e+002	(3.12177592226069e+001dB,-1.79839156778440e+002°)
1.81970085860997e+002	(3.12177633355850e+001dB,-1.79849961057977e+002°)
1.86208713666286e+002	(3.12177671252683e+001dB,-1.79860685794102e+002°)
1.90546071796323e+002	(3.12177705996946e+001dB,-1.79871336672357e+002°)
1.94984459975803e+002	(3.12177737662328e+001dB,-1.79881919339166e+002°)
1.99526231496887e+002	(3.12177766315991e+001dB,-1.79892439404820e+002°)
2.04173794466952e+002	(3.12177792018708e+001dB,-1.79902902446453e+002°)
2.08929613085403e+002	(3.12177814824994e+001dB,-1.79913314010992e+002°)
2.13796208950222e+002	(3.12177834783221e+001dB,-1.79923679618095e+002°)
2.18776162394954e+002	(3.12177851935718e+001dB,-1.79934004763075e+002°)
2.23872113856832e+002	(3.12177866318866e+001dB,-1.79944294919810e+002°)
2.29086765276776e+002	(3.12177877963172e+001dB,-1.79954555543643e+002°)
2.34422881531991e+002	(3.12177886893333e+001dB,-1.79964792074271e+002°)
2.39883291901947e+002	(3.12177893128289e+001dB,-1.79975009938627e+002°)
2.45470891568501e+002	(3.12177896681267e+001dB,-1.79985214553752e+002°)
2.51188643150956e+002	(3.12177897559800e+001dB,-1.79995411329668e+002°)
2.57039578276885e+002	(3.12177895765754e+001dB,1.79994394327761e+002°)
2.63026799189536e+002	(3.12177891295323e+001dB,1.79984197013960e+002°)
2.69153480392690e+002	(3.12177884139026e+001dB,1.79973991322785e+002°)
2.75422870333815e+002	(3.12177874281686e+001dB,1.79963771843658e+002°)
2.81838293126443e+002	(3.12177861702395e+001dB,1.79953533158699e+002°)
2.88403150312659e+002	(3.12177846374475e+001dB,1.79943269839860e+002°)
2.95120922666637e+002	(3.12177828265414e+001dB,1.79932976446047e+002°)
3.01995172040200e+002	(3.12177807336807e+001dB,1.79922647520242e+002°)
3.09029543251357e+002	(3.12177783544263e+001dB,1.79912277586608e+002°)
3.16227766016836e+002	(3.12177756837322e+001dB,1.79901861147591e+002°)
3.23593656929626e+002	(3.12177727159339e+001dB,1.79891392681010e+002°)
3.31131121482589e+002	(3.12177694447370e+001dB,1.79880866637131e+002°)
3.38844156139200e+002	(3.12177658632036e+001dB,1.79870277435729e+002°)
3.46736850452529e+002	(3.12177619637375e+001dB,1.79859619463133e+002°)
3.54813389233573e+002	(3.12177577380684e+001dB,1.79848887069253e+002°)
3.63078054770099e+002	(3.12177531772339e+001dB,1.79838074564589e+002°)
3.71535229097170e+002	(3.12177482715611e+001dB,1.79827176217220e+002°)
3.80189396320558e+002	(3.12177430106454e+001dB,1.79816186249769e+002°)
3.89045144994278e+002	(3.12177373833293e+001dB,1.79805098836344e+002°)
3.98107170553494e+002	(3.12177313776777e+001dB,1.79793908099454e+002°)
4.07380277804110e+002	(3.12177249809535e+001dB,1.79782608106902e+002°)
4.16869383470332e+002	(3.12177181795902e+001dB,1.79771192868642e+002°)
4.26579518801589e+002	(3.12177109591632e+001dB,1.79759656333609e+002°)
4.36515832240163e+002	(3.12177033043589e+001dB,1.79747992386524e+002°)
4.46683592150960e+002	(3.12176951989430e+001dB,1.79736194844648e+002°)
4.57088189614872e+002	(3.12176866257253e+001dB,1.79724257454525e+002°)
4.67735141287195e+002	(3.12176775665238e+001dB,1.79712173888661e+002°)
4.78630092322635e+002	(3.12176680021257e+001dB,1.79699937742190e+002°)
4.89778819368443e+002	(3.12176579122470e+001dB,1.79687542529478e+002°)
5.01187233627268e+002	(3.12176472754896e+001dB,1.79674981680703e+002°)
5.12861383991361e+002	(3.12176360692956e+001dB,1.79662248538374e+002°)
5.24807460249769e+002	(3.12176242698996e+001dB,1.79649336353819e+002°)
5.37031796370249e+002	(3.12176118522784e+001dB,1.79636238283618e+002°)
5.49540873857620e+002	(3.12175987900981e+001dB,1.79622947385986e+002°)
5.62341325190345e+002	(3.12175850556580e+001dB,1.79609456617106e+002°)
5.75439937337152e+002	(3.12175706198319e+001dB,1.79595758827414e+002°)
5.88843655355584e+002	(3.12175554520067e+001dB,1.79581846757820e+002°)
6.02559586074353e+002	(3.12175395200174e+001dB,1.79567713035878e+002°)
6.16595001861477e+002	(3.12175227900785e+001dB,1.79553350171897e+002°)
6.30957344480188e+002	(3.12175052267131e+001dB,1.79538750554988e+002°)
6.45654229034650e+002	(3.12174867926773e+001dB,1.79523906449052e+002°)
6.60693448007591e+002	(3.12174674488813e+001dB,1.79508809988698e+002°)
6.76082975391976e+002	(3.12174471543069e+001dB,1.79493453175102e+002°)
6.91830970918931e+002	(3.12174258659201e+001dB,1.79477827871787e+002°)
7.07945784384132e+002	(3.12174035385804e+001dB,1.79461925800341e+002°)
7.24435960074984e+002	(3.12173801249449e+001dB,1.79445738536056e+002°)
7.41310241300911e+002	(3.12173555753681e+001dB,1.79429257503496e+002°)
7.58577575029177e+002	(3.12173298377968e+001dB,1.79412473971979e+002°)
7.76247116628685e+002	(3.12173028576598e+001dB,1.79395379050993e+002°)
7.94328234724275e+002	(3.12172745777523e+001dB,1.79377963685514e+002°)
8.12830516164092e+002	(3.12172449381148e+001dB,1.79360218651254e+002°)
8.31763771102664e+002	(3.12172138759062e+001dB,1.79342134549812e+002°)
8.51138038202369e+002	(3.12171813252707e+001dB,1.79323701803741e+002°)
8.70963589956073e+002	(3.12171472171982e+001dB,1.79304910651522e+002°)
8.91250938133738e+002	(3.12171114793785e+001dB,1.79285751142444e+002°)
9.12010839355902e+002	(3.12170740360481e+001dB,1.79266213131390e+002°)
9.33254300796983e+002	(3.12170348078299e+001dB,1.79246286273520e+002°)
9.54992586021428e+002	(3.12169937115651e+001dB,1.79225960018856e+002°)
9.77237220955802e+002	(3.12169506601373e+001dB,1.79205223606763e+002°)
9.99999999999991e+002	(3.12169055622882e+001dB,1.79184066060320e+002°)
1.02329299228075e+003	(3.12168583224245e+001dB,1.79162476180590e+002°)
1.04712854805089e+003	(3.12168088404157e+001dB,1.79140442540768e+002°)
1.07151930523760e+003	(3.12167570113824e+001dB,1.79117953480221e+002°)
1.09647819614318e+003	(3.12167027254742e+001dB,1.79094997098413e+002°)
1.12201845430195e+003	(3.12166458676379e+001dB,1.79071561248701e+002°)
1.14815362149687e+003	(3.12165863173738e+001dB,1.79047633532021e+002°)
1.17489755493952e+003	(3.12165239484812e+001dB,1.79023201290438e+002°)
1.20226443461740e+003	(3.12164586287918e+001dB,1.78998251600573e+002°)
1.23026877081237e+003	(3.12163902198902e+001dB,1.78972771266900e+002°)
1.25892541179416e+003	(3.12163185768213e+001dB,1.78946746814903e+002°)
1.28824955169312e+003	(3.12162435477846e+001dB,1.78920164484107e+002°)
1.31825673855640e+003	(3.12161649738133e+001dB,1.78893010220958e+002°)
1.34896288259164e+003	(3.12160826884384e+001dB,1.78865269671568e+002°)
1.38038426460287e+003	(3.12159965173377e+001dB,1.78836928174312e+002°)
1.41253754462274e+003	(3.12159062779678e+001dB,1.78807970752279e+002°)
1.44543977074591e+003	(3.12158117791786e+001dB,1.78778382105565e+002°)
1.47910838816819e+003	(3.12157128208102e+001dB,1.78748146603420e+002°)
1.51356124843619e+003	(3.12156091932712e+001dB,1.78717248276236e+002°)
1.54881661891247e+003	(3.12155006770958e+001dB,1.78685670807368e+002°)
1.58489319246110e+003	(3.12153870424822e+001dB,1.78653397524802e+002°)
1.62181009735891e+003	(3.12152680488078e+001dB,1.78620411392650e+002°)
1.65958690743754e+003	(3.12151434441221e+001dB,1.78586695002479e+002°)
1.69824365246173e+003	(3.12150129646168e+001dB,1.78552230564465e+002°)
1.73780082874936e+003	(3.12148763340698e+001dB,1.78516999898380e+002°)
1.77827941003891e+003	(3.12147332632642e+001dB,1.78480984424390e+002°)
1.81970085860997e+003	(3.12145834493795e+001dB,1.78444165153684e+002°)
1.86208713666285e+003	(3.12144265753555e+001dB,1.78406522678913e+002°)
1.90546071796323e+003	(3.12142623092251e+001dB,1.78368037164444e+002°)
1.94984459975803e+003	(3.12140903034171e+001dB,1.78328688336430e+002°)
1.99526231496886e+003	(3.12139101940264e+001dB,1.78288455472686e+002°)
2.04173794466951e+003	(3.12137216000497e+001dB,1.78247317392368e+002°)
2.08929613085402e+003	(3.12135241225864e+001dB,1.78205252445468e+002°)
2.13796208950221e+003	(3.12133173440019e+001dB,1.78162238502097e+002°)
2.18776162394953e+003	(3.12131008270523e+001dB,1.78118252941579e+002°)
2.23872113856832e+003	(3.12128741139685e+001dB,1.78073272641340e+002°)
2.29086765276775e+003	(3.12126367254977e+001dB,1.78027273965592e+002°)
2.34422881531990e+003	(3.12123881599008e+001dB,1.77980232753811e+002°)
2.39883291901947e+003	(3.12121278919034e+001dB,1.77932124309018e+002°)
2.45470891568501e+003	(3.12118553715979e+001dB,1.77882923385839e+002°)
2.51188643150955e+003	(3.12115700232956e+001dB,1.77832604178364e+002°)
2.57039578276884e+003	(3.12112712443256e+001dB,1.77781140307800e+002°)
2.63026799189535e+003	(3.12109584037781e+001dB,1.77728504809908e+002°)
2.69153480392689e+003	(3.12106308411902e+001dB,1.77674670122236e+002°)
2.75422870333814e+003	(3.12102878651715e+001dB,1.77619608071137e+002°)
2.81838293126442e+003	(3.12099287519661e+001dB,1.77563289858589e+002°)
2.88403150312658e+003	(3.12095527439491e+001dB,1.77505686048795e+002°)
2.95120922666635e+003	(3.12091590480544e+001dB,1.77446766554590e+002°)
3.01995172040198e+003	(3.12087468341301e+001dB,1.77386500623636e+002°)
3.09029543251356e+003	(3.12083152332194e+001dB,1.77324856824421e+002°)
3.16227766016835e+003	(3.12078633357629e+001dB,1.77261803032059e+002°)
3.23593656929625e+003	(3.12073901897194e+001dB,1.77197306413896e+002°)
3.31131121482588e+003	(3.12068947986010e+001dB,1.77131333414930e+002°)
3.38844156139199e+003	(3.12063761194195e+001dB,1.77063849743045e+002°)
3.46736850452528e+003	(3.12058330605397e+001dB,1.76994820354067e+002°)
3.54813389233572e+003	(3.12052644794359e+001dB,1.76924209436650e+002°)
3.63078054770097e+003	(3.12046691803473e+001dB,1.76851980397003e+002°)
3.71535229097168e+003	(3.12040459118281e+001dB,1.76778095843457e+002°)
3.80189396320557e+003	(3.12033933641876e+001dB,1.76702517570893e+002°)
3.89045144994276e+003	(3.12027101668159e+001dB,1.76625206545039e+002°)
3.98107170553493e+003	(3.12019948853903e+001dB,1.76546122886636e+002°)
