Freq.	V(10)/V(11)
3.16227766016837e+000	3.08383268320262e+001
3.23593656929628e+000	3.08548042786091e+001
3.31131121482591e+000	3.08705912311444e+001
3.38844156139202e+000	3.08857145511890e+001
3.46736850452531e+000	3.09002002280620e+001
3.54813389233575e+000	3.09140733925487e+001
3.63078054770101e+000	3.09273583317638e+001
3.71535229097172e+000	3.09400785050182e+001
3.80189396320560e+000	3.09522565605429e+001
3.89045144994280e+000	3.09639143529373e+001
3.98107170553496e+000	3.09750729612159e+001
4.07380277804112e+000	3.09857527073380e+001
4.16869383470335e+000	3.09959731751152e+001
4.26579518801592e+000	3.10057532293999e+001
4.36515832240165e+000	3.10151110354649e+001
4.46683592150962e+000	3.10240640784951e+001
4.57088189614874e+000	3.10326291831170e+001
4.67735141287197e+000	3.10408225329018e+001
4.78630092322637e+000	3.10486596897810e+001
4.89778819368445e+000	3.10561556133233e+001
5.01187233627271e+000	3.10633246798252e+001
5.12861383991364e+000	3.10701807011734e+001
5.24807460249771e+000	3.10767369434442e+001
5.37031796370252e+000	3.10830061452059e+001
5.49540873857623e+000	3.10890005354987e+001
5.62341325190348e+000	3.10947318514680e+001
5.75439937337156e+000	3.11002113556312e+001
5.88843655355588e+000	3.11054498527620e+001
6.02559586074356e+000	3.11104577063791e+001
6.16595001861481e+000	3.11152448548274e+001
6.30957344480192e+000	3.11198208269460e+001
6.45654229034654e+000	3.11241947573152e+001
6.60693448007594e+000	3.11283754010799e+001
6.76082975391980e+000	3.11323711483472e+001
6.91830970918935e+000	3.11361900381584e+001
7.07945784384136e+000	3.11398397720360e+001
7.24435960074988e+000	3.11433277271097e+001
7.41310241300916e+000	3.11466609688232e+001
7.58577575029182e+000	3.11498462632281e+001
7.76247116628690e+000	3.11528900888705e+001
7.94328234724279e+000	3.11557986482752e+001
8.12830516164097e+000	3.11585778790370e+001
8.31763771102669e+000	3.11612334645244e+001
8.51138038202374e+000	3.11637708442052e+001
8.70963589956078e+000	3.11661952236017e+001
8.91250938133743e+000	3.11685115838851e+001
9.12010839355907e+000	3.11707246911176e+001
9.33254300796988e+000	3.11728391051507e+001
9.54992586021433e+000	3.11748591881906e+001
9.77237220955808e+000	3.11767891130391e+001
9.99999999999997e+000	3.11786328710191e+001
1.02329299228075e+001	3.11803942795954e+001
1.04712854805090e+001	3.11820769896991e+001
1.07151930523760e+001	3.11836844927651e+001
1.09647819614318e+001	3.11852201274928e+001
1.12201845430196e+001	3.11866870863376e+001
1.14815362149688e+001	3.11880884217442e+001
1.17489755493953e+001	3.11894270521289e+001
1.20226443461741e+001	3.11907057676198e+001
1.23026877081238e+001	3.11919272355648e+001
1.25892541179416e+001	3.11930940058138e+001
1.28824955169313e+001	3.11942085157851e+001
1.31825673855640e+001	3.11952730953220e+001
1.34896288259165e+001	3.11962899713493e+001
1.38038426460288e+001	3.11972612723360e+001
1.41253754462275e+001	3.11981890325715e+001
1.44543977074592e+001	3.11990751962633e+001
1.47910838816820e+001	3.11999216214623e+001
1.51356124843620e+001	3.12007300838225e+001
1.54881661891248e+001	3.12015022802019e+001
1.58489319246111e+001	3.12022398321109e+001
1.62181009735892e+001	3.12029442890135e+001
1.65958690743755e+001	3.12036171314880e+001
1.69824365246174e+001	3.12042597742528e+001
1.73780082874937e+001	3.12048735690621e+001
1.77827941003892e+001	3.12054598074778e+001
1.81970085860998e+001	3.12060197235211e+001
1.86208713666286e+001	3.12065544962107e+001
1.90546071796324e+001	3.12070652519908e+001
1.94984459975804e+001	3.12075530670542e+001
1.99526231496887e+001	3.12080189695639e+001
2.04173794466952e+001	3.12084639417793e+001
2.08929613085403e+001	3.12088889220890e+001
2.13796208950222e+001	3.12092948069550e+001
2.18776162394954e+001	3.12096824527725e+001
2.23872113856833e+001	3.12100526776478e+001
2.29086765276776e+001	3.12104062630992e+001
2.34422881531991e+001	3.12107439556820e+001
2.39883291901948e+001	3.12110664685435e+001
2.45470891568502e+001	3.12113744829089e+001
2.51188643150957e+001	3.12116686495020e+001
2.57039578276885e+001	3.12119495899037e+001
2.63026799189537e+001	3.12122178978496e+001
2.69153480392690e+001	3.12124741404717e+001
2.75422870333815e+001	3.12127188594842e+001
2.81838293126444e+001	3.12129525723173e+001
2.88403150312659e+001	3.12131757732008e+001
2.95120922666637e+001	3.12133889341994e+001
3.01995172040200e+001	3.12135925062030e+001
3.09029543251358e+001	3.12137869198719e+001
3.16227766016837e+001	3.12139725865407e+001
3.23593656929627e+001	3.12141498990826e+001
3.31131121482590e+001	3.12143192327335e+001
3.38844156139201e+001	3.12144809458818e+001
3.46736850452530e+001	3.12146353808210e+001
3.54813389233574e+001	3.12147828644703e+001
3.63078054770100e+001	3.12149237090619e+001
3.71535229097171e+001	3.12150582127985e+001
3.80189396320559e+001	3.12151866604812e+001
3.89045144994279e+001	3.12153093241092e+001
3.98107170553495e+001	3.12154264634532e+001
4.07380277804111e+001	3.12155383266025e+001
4.16869383470333e+001	3.12156451504883e+001
4.26579518801591e+001	3.12157471613832e+001
4.36515832240164e+001	3.12158445753784e+001
4.46683592150961e+001	3.12159375988399e+001
4.57088189614873e+001	3.12160264288439e+001
4.67735141287196e+001	3.12161112535926e+001
4.78630092322636e+001	3.12161922528117e+001
4.89778819368444e+001	3.12162695981300e+001
5.01187233627270e+001	3.12163434534418e+001
5.12861383991362e+001	3.12164139752533e+001
5.24807460249770e+001	3.12164813130130e+001
5.37031796370250e+001	3.12165456094278e+001
5.49540873857622e+001	3.12166070007645e+001
5.62341325190346e+001	3.12166656171381e+001
5.75439937337154e+001	3.12167215827863e+001
5.88843655355586e+001	3.12167750163330e+001
6.02559586074355e+001	3.12168260310388e+001
6.16595001861479e+001	3.12168747350403e+001
6.30957344480190e+001	3.12169212315795e+001
6.45654229034652e+001	3.12169656192215e+001
6.60693448007593e+001	3.12170079920638e+001
6.76082975391978e+001	3.12170484399349e+001
6.91830970918933e+001	3.12170870485844e+001
7.07945784384134e+001	3.12171238998650e+001
7.24435960074986e+001	3.12171590719052e+001
7.41310241300914e+001	3.12171926392751e+001
7.58577575029180e+001	3.12172246731440e+001
7.76247116628688e+001	3.12172552414312e+001
7.94328234724277e+001	3.12172844089500e+001
8.12830516164095e+001	3.12173122375447e+001
8.31763771102667e+001	3.12173387862216e+001
8.51138038202372e+001	3.12173641112742e+001
8.70963589956076e+001	3.12173882664020e+001
8.91250938133741e+001	3.12174113028249e+001
9.12010839355905e+001	3.12174332693910e+001
9.33254300796986e+001	3.12174542126806e+001
9.54992586021431e+001	3.12174741771048e+001
9.77237220955805e+001	3.12174932049992e+001
9.99999999999995e+001	3.12175113367142e+001
1.02329299228075e+002	3.12175286107000e+001
1.04712854805089e+002	3.12175450635884e+001
1.07151930523760e+002	3.12175607302702e+001
1.09647819614318e+002	3.12175756439694e+001
1.12201845430196e+002	3.12175898363133e+001
1.14815362149688e+002	3.12176033373998e+001
1.17489755493952e+002	3.12176161758610e+001
1.20226443461741e+002	3.12176283789241e+001
1.23026877081237e+002	3.12176399724689e+001
1.25892541179416e+002	3.12176509810825e+001
1.28824955169313e+002	3.12176614281121e+001
1.31825673855640e+002	3.12176713357138e+001
1.34896288259165e+002	3.12176807248997e+001
1.38038426460288e+002	3.12176896155826e+001
1.41253754462275e+002	3.12176980266185e+001
1.44543977074592e+002	3.12177059758457e+001
1.47910838816820e+002	3.12177134801236e+001
1.51356124843620e+002	3.12177205553677e+001
1.54881661891247e+002	3.12177272165839e+001
1.58489319246110e+002	3.12177334778997e+001
1.62181009735892e+002	3.12177393525949e+001
1.65958690743755e+002	3.12177448531292e+001
1.69824365246173e+002	3.12177499911686e+001
1.73780082874936e+002	3.12177547776106e+001
1.77827941003891e+002	3.12177592226069e+001
1.81970085860997e+002	3.12177633355850e+001
1.86208713666286e+002	3.12177671252683e+001
1.90546071796323e+002	3.12177705996946e+001
1.94984459975803e+002	3.12177737662328e+001
1.99526231496887e+002	3.12177766315991e+001
2.04173794466952e+002	3.12177792018708e+001
2.08929613085403e+002	3.12177814824994e+001
2.13796208950222e+002	3.12177834783221e+001
2.18776162394954e+002	3.12177851935718e+001
2.23872113856832e+002	3.12177866318866e+001
2.29086765276776e+002	3.12177877963172e+001
2.34422881531991e+002	3.12177886893333e+001
2.39883291901947e+002	3.12177893128289e+001
2.45470891568501e+002	3.12177896681267e+001
2.51188643150956e+002	3.12177897559800e+001
2.57039578276885e+002	3.12177895765754e+001
2.63026799189536e+002	3.12177891295323e+001
2.69153480392690e+002	3.12177884139026e+001
2.75422870333815e+002	3.12177874281686e+001
2.81838293126443e+002	3.12177861702395e+001
2.88403150312659e+002	3.12177846374475e+001
2.95120922666637e+002	3.12177828265414e+001
3.01995172040200e+002	3.12177807336807e+001
3.09029543251357e+002	3.12177783544263e+001
3.16227766016836e+002	3.12177756837322e+001
3.23593656929626e+002	3.12177727159339e+001
3.31131121482589e+002	3.12177694447370e+001
3.38844156139200e+002	3.12177658632036e+001
3.46736850452529e+002	3.12177619637375e+001
3.54813389233573e+002	3.12177577380684e+001
3.63078054770099e+002	3.12177531772339e+001
3.71535229097170e+002	3.12177482715611e+001
3.80189396320558e+002	3.12177430106454e+001
3.89045144994278e+002	3.12177373833293e+001
3.98107170553494e+002	3.12177313776777e+001
4.07380277804110e+002	3.12177249809535e+001
4.16869383470332e+002	3.12177181795902e+001
4.26579518801589e+002	3.12177109591632e+001
4.36515832240163e+002	3.12177033043589e+001
4.46683592150960e+002	3.12176951989430e+001
4.57088189614872e+002	3.12176866257253e+001
4.67735141287195e+002	3.12176775665238e+001
4.78630092322635e+002	3.12176680021257e+001
4.89778819368443e+002	3.12176579122470e+001
5.01187233627268e+002	3.12176472754896e+001
5.12861383991361e+002	3.12176360692956e+001
5.24807460249769e+002	3.12176242698996e+001
5.37031796370249e+002	3.12176118522784e+001
5.49540873857620e+002	3.12175987900981e+001
5.62341325190345e+002	3.12175850556580e+001
5.75439937337152e+002	3.12175706198319e+001
5.88843655355584e+002	3.12175554520067e+001
6.02559586074353e+002	3.12175395200174e+001
6.16595001861477e+002	3.12175227900785e+001
6.30957344480188e+002	3.12175052267131e+001
6.45654229034650e+002	3.12174867926773e+001
6.60693448007591e+002	3.12174674488813e+001
6.76082975391976e+002	3.12174471543069e+001
6.91830970918931e+002	3.12174258659201e+001
7.07945784384132e+002	3.12174035385804e+001
7.24435960074984e+002	3.12173801249449e+001
7.41310241300911e+002	3.12173555753681e+001
7.58577575029177e+002	3.12173298377968e+001
7.76247116628685e+002	3.12173028576598e+001
7.94328234724275e+002	3.12172745777523e+001
8.12830516164092e+002	3.12172449381148e+001
8.31763771102664e+002	3.12172138759062e+001
8.51138038202369e+002	3.12171813252707e+001
8.70963589956073e+002	3.12171472171982e+001
8.91250938133738e+002	3.12171114793785e+001
9.12010839355902e+002	3.12170740360481e+001
9.33254300796983e+002	3.12170348078299e+001
9.54992586021428e+002	3.12169937115651e+001
9.77237220955802e+002	3.12169506601373e+001
9.99999999999991e+002	3.12169055622882e+001
1.02329299228075e+003	3.12168583224245e+001
1.04712854805089e+003	3.12168088404157e+001
1.07151930523760e+003	3.12167570113824e+001
1.09647819614318e+003	3.12167027254742e+001
1.12201845430195e+003	3.12166458676379e+001
1.14815362149687e+003	3.12165863173738e+001
1.17489755493952e+003	3.12165239484812e+001
1.20226443461740e+003	3.12164586287918e+001
1.23026877081237e+003	3.12163902198902e+001
1.25892541179416e+003	3.12163185768213e+001
1.28824955169312e+003	3.12162435477846e+001
1.31825673855640e+003	3.12161649738133e+001
1.34896288259164e+003	3.12160826884384e+001
1.38038426460287e+003	3.12159965173377e+001
1.41253754462274e+003	3.12159062779678e+001
1.44543977074591e+003	3.12158117791786e+001
1.47910838816819e+003	3.12157128208102e+001
1.51356124843619e+003	3.12156091932712e+001
1.54881661891247e+003	3.12155006770958e+001
1.58489319246110e+003	3.12153870424822e+001
1.62181009735891e+003	3.12152680488078e+001
1.65958690743754e+003	3.12151434441221e+001
1.69824365246173e+003	3.12150129646168e+001
1.73780082874936e+003	3.12148763340698e+001
1.77827941003891e+003	3.12147332632642e+001
1.81970085860997e+003	3.12145834493795e+001
1.86208713666285e+003	3.12144265753555e+001
1.90546071796323e+003	3.12142623092251e+001
1.94984459975803e+003	3.12140903034171e+001
1.99526231496886e+003	3.12139101940264e+001
2.04173794466951e+003	3.12137216000497e+001
2.08929613085402e+003	3.12135241225864e+001
2.13796208950221e+003	3.12133173440019e+001
2.18776162394953e+003	3.12131008270523e+001
2.23872113856832e+003	3.12128741139685e+001
2.29086765276775e+003	3.12126367254977e+001
2.34422881531990e+003	3.12123881599008e+001
2.39883291901947e+003	3.12121278919034e+001
2.45470891568501e+003	3.12118553715979e+001
2.51188643150955e+003	3.12115700232956e+001
2.57039578276884e+003	3.12112712443256e+001
2.63026799189535e+003	3.12109584037781e+001
2.69153480392689e+003	3.12106308411902e+001
2.75422870333814e+003	3.12102878651715e+001
2.81838293126442e+003	3.12099287519661e+001
2.88403150312658e+003	3.12095527439491e+001
2.95120922666635e+003	3.12091590480544e+001
3.01995172040198e+003	3.12087468341301e+001
3.09029543251356e+003	3.12083152332194e+001
3.16227766016835e+003	3.12078633357629e+001
3.23593656929625e+003	3.12073901897194e+001
3.31131121482588e+003	3.12068947986010e+001
3.38844156139199e+003	3.12063761194195e+001
3.46736850452528e+003	3.12058330605397e+001
3.54813389233572e+003	3.12052644794359e+001
3.63078054770097e+003	3.12046691803473e+001
3.71535229097168e+003	3.12040459118281e+001
3.80189396320557e+003	3.12033933641876e+001
3.89045144994276e+003	3.12027101668159e+001
3.98107170553493e+003	3.12019948853903e+001
4.07380277804108e+003	3.12012460189574e+001
4.16869383470331e+003	3.12004619968856e+001
4.26579518801588e+003	3.11996411756830e+001
4.36515832240161e+003	3.11987818356750e+001
4.46683592150958e+003	3.11978821775356e+001
4.57088189614870e+003	3.11969403186670e+001
4.67735141287193e+003	3.11959542894217e+001
4.78630092322633e+003	3.11949220291592e+001
4.89778819368441e+003	3.11938413821333e+001
5.01187233627267e+003	3.11927100932015e+001
5.12861383991359e+003	3.11915258033502e+001
5.24807460249767e+003	3.11902860450296e+001
5.37031796370247e+003	3.11889882372894e+001
5.49540873857618e+003	3.11876296807097e+001
5.62341325190343e+003	3.11862075521190e+001
5.75439937337150e+003	3.11847188990907e+001
5.88843655355582e+003	3.11831606342129e+001
6.02559586074351e+003	3.11815295291197e+001
6.16595001861475e+003	3.11798222082807e+001
6.30957344480186e+003	3.11780351425361e+001
6.45654229034648e+003	3.11761646423728e+001
6.60693448007588e+003	3.11742068509307e+001
6.76082975391974e+003	3.11721577367329e+001
6.91830970918928e+003	3.11700130861302e+001
7.07945784384129e+003	3.11677684954526e+001
7.24435960074981e+003	3.11654193628590e+001
7.41310241300908e+003	3.11629608798775e+001
7.58577575029174e+003	3.11603880226289e+001
7.76247116628682e+003	3.11576955427247e+001
7.94328234724272e+003	3.11548779578333e+001
8.12830516164089e+003	3.11519295419069e+001
8.31763771102661e+003	3.11488443150627e+001
8.51138038202366e+003	3.11456160331127e+001
8.70963589956070e+003	3.11422381767353e+001
8.91250938133734e+003	3.11387039402864e+001
9.12010839355898e+003	3.11350062202429e+001
9.33254300796979e+003	3.11311376032782e+001
9.54992586021424e+003	3.11270903539658e+001
9.77237220955798e+003	3.11228564021109e+001
9.99999999999987e+003	3.11184273297101e+001
1.02329299228074e+004	3.11137943575415e+001
1.04712854805089e+004	3.11089483313868e+001
1.07151930523759e+004	3.11038797078939e+001
1.09647819614317e+004	3.10985785400833e+001
1.12201845430195e+004	3.10930344625110e+001
1.14815362149687e+004	3.10872366760975e+001
1.17489755493951e+004	3.10811739326389e+001
1.20226443461740e+004	3.10748345190158e+001
1.23026877081237e+004	3.10682062411221e+001
1.25892541179415e+004	3.10612764075369e+001
1.28824955169312e+004	3.10540318129667e+001
1.31825673855639e+004	3.10464587214904e+001
1.34896288259164e+004	3.10385428496425e+001
1.38038426460287e+004	3.10302693493753e+001
1.41253754462274e+004	3.10216227909458e+001
1.44543977074591e+004	3.10125871457775e+001
1.47910838816819e+004	3.10031457693548e+001
1.51356124843619e+004	3.09932813842116e+001
1.54881661891246e+004	3.09829760630829e+001
1.58489319246109e+004	3.09722112122953e+001
1.62181009735891e+004	3.09609675554793e+001
1.65958690743754e+004	3.09492251176914e+001
1.69824365246172e+004	3.09369632100459e+001
1.73780082874935e+004	3.09241604149590e+001
1.77827941003890e+004	3.09107945721201e+001
1.81970085860996e+004	3.08968427653114e+001
1.86208713666284e+004	3.08822813102055e+001
1.90546071796322e+004	3.08670857432784e+001
1.94984459975802e+004	3.08512308119868e+001
1.99526231496885e+004	3.08346904663623e+001
2.04173794466950e+004	3.08174378521877e+001
2.08929613085401e+004	3.07994453059250e+001
2.13796208950220e+004	3.07806843515743e+001
2.18776162394952e+004	3.07611256996500e+001
2.23872113856831e+004	3.07407392484640e+001
2.29086765276774e+004	3.07194940879155e+001
2.34422881531989e+004	3.06973585059865e+001
2.39883291901946e+004	3.06742999981501e+001
2.45470891568500e+004	3.06502852798963e+001
2.51188643150954e+004	3.06252803025837e+001
2.57039578276883e+004	3.05992502728203e+001
2.63026799189534e+004	3.05721596755775e+001
2.69153480392688e+004	3.05439723012310e+001
2.75422870333813e+004	3.05146512767168e+001
2.81838293126441e+004	3.04841591009800e+001
2.88403150312656e+004	3.04524576848771e+001
2.95120922666634e+004	3.04195083956800e+001
3.01995172040197e+004	3.03852721063072e+001
3.09029543251354e+004	3.03497092493841e+001
3.16227766016833e+004	3.03127798762113e+001
3.23593656929623e+004	3.02744437206843e+001
3.31131121482586e+004	3.02346602681803e+001
3.38844156139197e+004	3.01933888293865e+001
3.46736850452526e+004	3.01505886190063e+001
3.54813389233570e+004	3.01062188392374e+001
3.63078054770096e+004	3.00602387678674e+001
3.71535229097167e+004	3.00126078507873e+001
3.80189396320555e+004	2.99632857986704e+001
3.89045144994275e+004	2.99122326875129e+001
3.98107170553491e+004	2.98594090626814e+001
4.07380277804107e+004	2.98047760460569e+001
4.16869383470329e+004	2.97482954458139e+001
4.26579518801586e+004	2.96899298683210e+001
4.36515832240159e+004	2.96296428316013e+001
4.46683592150956e+004	2.95673988797436e+001
4.57088189614868e+004	2.95031636976121e+001
4.67735141287191e+004	2.94369042251675e+001
4.78630092322631e+004	2.93685887706780e+001
4.89778819368439e+004	2.92981871220738e+001
5.01187233627264e+004	2.92256706556808e+001
5.12861383991357e+004	2.91510124415596e+001
5.24807460249764e+004	2.90741873446742e+001
5.37031796370244e+004	2.89951721211206e+001
5.49540873857616e+004	2.89139455086662e+001
5.62341325190340e+004	2.88304883108746e+001
5.75439937337148e+004	2.87447834741268e+001
5.88843655355580e+004	2.86568161568979e+001
6.02559586074348e+004	2.85665737906990e+001
6.16595001861472e+004	2.84740461321612e+001
6.30957344480183e+004	2.83792253058063e+001
6.45654229034645e+004	2.82821058371263e+001
6.60693448007586e+004	2.81826846756802e+001
6.76082975391971e+004	2.80809612079980e+001
6.91830970918925e+004	2.79769372601799e+001
7.07945784384127e+004	2.78706170901645e+001
7.24435960074979e+004	2.77620073697365e+001
7.41310241300906e+004	2.76511171564356e+001
7.58577575029172e+004	2.75379578556159e+001
7.76247116628679e+004	2.74225431729932e+001
7.94328234724269e+004	2.73048890580951e+001
8.12830516164086e+004	2.71850136391051e+001
8.31763771102658e+004	2.70629371496587e+001
8.51138038202363e+004	2.69386818482066e+001
8.70963589956067e+004	2.68122719306120e+001
8.91250938133731e+004	2.66837334366904e+001
9.12010839355895e+004	2.65530941514291e+001
9.33254300796976e+004	2.64203835016490e+001
9.54992586021420e+004	2.62856324488800e+001
9.77237220955795e+004	2.61488733792282e+001
1.00000000000000e+005	2.60101399910037e+001
